"biz_rest.business_id" "biz_rest.stars" "biz_rest.longitude" "biz_rest.latitude" "biz_rest.state" "biz_rest.attributes..Take.out." "biz_rest.attributes..Takes.Reservations." "biz_rest.attributes..Wi.Fi." "biz_rest.attributes.Caters"
"3136" "PBToP8q81MezfE7LfJzEgA" 1 -80.7951329 35.3337069 "NC" TRUE FALSE "no" FALSE
"3140" "IrTmU9AVHZ8fyYS7qu9QWQ" 3 -80.794672 35.3349649 "NC" TRUE FALSE "no" FALSE
"3141" "QPRCns3TDah097cQbE6wlg" 3 -80.842195 35.347673 "NC" TRUE FALSE "no" FALSE
"3146" "lKrlSZON-EK41iiIKruDCw" 4 -80.79197 35.333953 "NC" TRUE FALSE "no" TRUE
"3148" "L-eohqlSFT2eWxR8JLY0Og" 4.5 -80.786418 35.367179 "NC" TRUE FALSE "no" TRUE
"3150" "52WPfS1oskr_daXkwekWZw" 4 -80.929453 35.14425 "NC" TRUE FALSE "free" TRUE
"3151" "CFHGxlIXeVFWlCptBHgOeg" 4 -80.9564 35.11704 "NC" TRUE FALSE "no" TRUE
"3152" "WSYVq5V75-pWdZq2NpMmiw" 3.5 -80.930838 35.143934 "NC" TRUE FALSE "no" FALSE
"3154" "FdXRNSB6GDN2JQSy-0zdlw" 4 -80.961721 35.117001 "NC" TRUE FALSE "no" TRUE
"3156" "upmamEhHTfEdop4iAjnwuw" 2.5 -80.90666 35.136573 "NC" TRUE FALSE "free" FALSE
"3158" "9dRZHK7Y8gWfkEyfQd8Yqw" 3 -80.881563 35.1059089 "NC" TRUE FALSE "no" TRUE
"3159" "abEqkPpyM5QcDxEjIJTMIA" 1 -80.880374 35.107271 "NC" TRUE FALSE "no" FALSE
"3161" "S7nvXlsZk1metFA6HhwlGQ" 3 -80.933407 35.144181 "NC" TRUE FALSE "no" TRUE
"3165" "hogySNyo5UohpTNc-Tw8-w" 2.5 -80.930412 35.143459 "NC" TRUE FALSE "no" TRUE
"3166" "FduYEQY_jeBgfIT2wAVSiw" 2.5 -80.929931 35.143937 "NC" TRUE FALSE "free" FALSE
"3167" "LvuoCzsUGiQUk_ENWCoutQ" 3 -80.93149 35.143764 "NC" TRUE FALSE "no" FALSE
"3168" "jsXcQiRua7OuCApuJuaAsQ" 4 -80.922262 35.11312 "NC" TRUE FALSE "no" FALSE
"3172" "oAcmLvOzafWHM4Gl9GFEAA" 3.5 -80.814983 35.052923 "NC" TRUE FALSE "no" TRUE
"3174" "cHvKHnaoeqRkSuiOcyEBQg" 3 -80.817189 35.061108 "NC" TRUE FALSE "free" TRUE
"3175" "-fQ_iOKl9wIYwQtkwc7JJQ" 4 -80.814262 35.060835 "NC" TRUE TRUE "no" TRUE
"3180" "kWucMFuGXLtu-PVvWqIgCQ" 3.5 -80.8468989 35.0536869 "NC" TRUE FALSE "no" TRUE
"3181" "mFKth0ZgYFvj8srrW1Xv2g" 4 -80.8289808 35.0795168 "NC" TRUE FALSE "no" TRUE
"3183" "v3ckvfQuLlwkdghtEUqizQ" 3.5 -80.775959 35.098439 "NC" TRUE FALSE "no" TRUE
"3186" "DlD95KM4cCjGGi_O_aX0tw" 2.5 -80.7783649 35.095301 "NC" TRUE FALSE "no" TRUE
"3187" "GYb6yFYJjDBNYcHM7vX5vg" 4 -80.7792091369629 35.0975802583607 "NC" TRUE FALSE "no" TRUE
"3188" "PGEcewIyTpHY4AgJGcW94Q" 4 -80.815844 35.0620547 "NC" TRUE TRUE "free" TRUE
"3192" "S_R1pls6874mHYKcsxWtEA" 4.5 -80.8577035572328 35.1167705591273 "NC" TRUE FALSE "free" TRUE
"3195" "3EDCh1Wssaak6D7OXx1bqA" 4 -80.804143 35.247776 "NC" TRUE TRUE "no" TRUE
"3196" "RqOywE2bw7L7_M6iXCXeiA" 4 -80.9385752677636 35.057437116197 "SC" TRUE FALSE "no" TRUE
"3203" "d24w8_TEu1QamA3qFI5JMw" 2.5 -89.206333 43.086641 "WI" TRUE FALSE "no" FALSE
"3205" "dgGpvbTjAWet0YPJ3kDJiA" 3.5 -89.414181 43.067141 "WI" TRUE FALSE "free" TRUE
"3206" "0rj2xW1YKAbfHxe804Fefw" 3 -89.4303415 43.0146691 "WI" TRUE TRUE "free" TRUE
"3207" "dylp6k9_Du-oojW5lVNwyA" 2.5 -89.4230674 43.0168097 "WI" TRUE FALSE "free" TRUE
"3210" "UvcJirkbNRDMhtPsr4FeAQ" 3.5 -89.5277563 42.9929687 "WI" TRUE FALSE "free" TRUE
"3211" "kQwOqgf1GJ9rGoR63aODgg" 2.5 -89.5390832 42.9891337 "WI" TRUE FALSE "no" FALSE
"3213" "GQW0uzms1jN-L_gBG6zi4g" 3.5 -89.5461138 42.988683 "WI" TRUE FALSE "free" FALSE
"3214" "4PZwjwKcTbH4tWBiHz4s5Q" 3 -89.524863 42.995451 "WI" TRUE FALSE "free" FALSE
"3215" "y93QKoRHJmaBL-x_OkNuyg" 3 -89.529819 43.002039 "WI" TRUE FALSE "free" FALSE
"3219" "NiO-zxKvN0s8SrpPUJzyrg" 3.5 -89.523801 42.993833 "WI" TRUE FALSE "free" FALSE
"3231" "oGE8GPmBvHXQskP-m2cdLw" 4.5 -89.382360033589 43.075289456191 "WI" FALSE TRUE "no" FALSE
"3237" "oXup5d96auPpUOBh5YBeyA" 3.5 -89.364271 43.08367 "WI" FALSE FALSE "free" FALSE
"3240" "GBgdaHOZrl6csfHS69MWyg" 3.5 -89.36347 43.084236 "WI" TRUE FALSE "no" TRUE
"3241" "OXLegbUo6HA3DN3lBFTsUg" 3.5 -89.3906223 43.0749048 "WI" TRUE FALSE "free" FALSE
"3242" "MRkKtODtC6p6weVE370vcw" 3 -89.391498 43.074578 "WI" TRUE FALSE "no" FALSE
"3244" "ed5VpqG6NlI2_ALQpZ0lLA" 4.5 -89.3964056 43.0748824 "WI" TRUE FALSE "no" FALSE
"3246" "A3ZK7esn3oKG5O3OEWMHiw" 4 -89.3906972 43.0749068 "WI" TRUE FALSE "no" FALSE
"3248" "Tjlj3DgQxXKKG4AmnbDnIA" 3.5 -89.3807764 43.0727765 "WI" TRUE TRUE "no" FALSE
"3249" "0wGWhZw81cIG7YjwghZhgw" 3.5 -89.396178 43.075159 "WI" TRUE FALSE "no" FALSE
"3252" "IgHkvKIzy6Zjx5NBA0i0ng" 3.5 -89.383933 43.0765831 "WI" FALSE TRUE "no" FALSE
"3255" "4dL8yzQu974eCtTI-V4Znw" 3.5 -89.3906 43.075287 "WI" TRUE FALSE "no" TRUE
"3257" "s4Juaxp_7gziJj1DXr2JGg" 4 -89.3807502 43.0726496 "WI" FALSE TRUE "free" TRUE
"3258" "QFMHjSUt08y0c98SA3aBrA" 3.5 -89.393135 43.074792 "WI" TRUE TRUE "no" TRUE
"3259" "m79L5WLftprDSKdXEtdrIg" 3 -89.395948 43.074776 "WI" TRUE FALSE "free" TRUE
"3260" "DR4xcr3eJ0vfYRomvx036w" 3.5 -89.3745611 43.0769499 "WI" TRUE FALSE "no" FALSE
"3261" "VB-tzuBR6BxMzOkY_cOpwQ" 4 -89.3745656 43.076604 "WI" TRUE TRUE "free" TRUE
"3266" "nbpY3tbPrAksoqOrYwlx7Q" 3.5 -89.3952452 43.0748682 "WI" TRUE TRUE "no" FALSE
"3268" "wXri8QF92KOYe2INyca0yQ" 3 -89.396101 43.0735699 "WI" FALSE FALSE "no" FALSE
"3269" "2vsPceME9rHNZ9OkR5zrpg" 4 -89.3845476955175 43.0728256376703 "WI" FALSE FALSE "no" FALSE
"3271" "vZkR7xkqtzcK7klbD--Rug" 2.5 -89.395596362545 43.074144132482 "WI" TRUE TRUE "no" TRUE
"3272" "fEX1IcPNrhJAdwk4DgyVVw" 4 -89.38434 43.07243 "WI" FALSE TRUE "no" FALSE
"3274" "LLR8iqKn7nmfwXWl1S13Lw" 3 -89.3927199 43.0747496 "WI" TRUE FALSE "free" FALSE
"3276" "c1cGCn1syl9_c6XKEu4Mhg" 3.5 -89.390867 43.0747145 "WI" FALSE FALSE "no" FALSE
"3277" "HOMBFwgPLC_Wc9k7Obo7OQ" 4 -89.360907 43.0855462 "WI" TRUE FALSE "no" FALSE
"3278" "0pXk2JkijBpi2Iz0D5pFXA" 3.5 -89.394445 43.075131 "WI" TRUE TRUE "free" TRUE
"3279" "CLW4LJCYbAkwlgNWB2rVbQ" 4 -89.391421 43.0681872 "WI" TRUE FALSE "free" FALSE
"3280" "hSl4HdPdu6ohwFKJPfj93A" 4 -89.3956356 43.0728935 "WI" TRUE FALSE "no" FALSE
"3282" "cTuhBA_w1wtYLo3AKoGYRA" 3.5 -89.3862131 43.0747181 "WI" TRUE FALSE "no" FALSE
"3286" "aP9wnNPiOIWCyk27ZTeRqQ" 3.5 -89.3694529 43.085589 "WI" TRUE TRUE "no" TRUE
"3287" "jMuL6rhpAMlZUjxCRhoszg" 3.5 -89.3816412 43.0744043 "WI" TRUE TRUE "free" TRUE
"3288" "ZVCdIgZhGgnGBdzt2Y0Iiw" 3.5 -89.3766298 43.0759921 "WI" TRUE FALSE "free" FALSE
"3290" "Wv7AqSOOnMR676h3bZWyJw" 3.5 -89.388534 43.074998 "WI" TRUE FALSE "free" FALSE
"3291" "slyBpcL9O_pU1ljR5tCBxQ" 3.5 -89.3950143 43.0748657 "WI" TRUE FALSE "free" TRUE
"3292" "M9hINQo_GnEenib_3wA33Q" 3.5 -89.3854146 43.0753803 "WI" TRUE TRUE "free" TRUE
"3293" "MAQuGx-ontt6sFidiyivRQ" 3.5 -89.3907662 43.074659 "WI" TRUE TRUE "no" FALSE
"3294" "fBBMlJIud_LXrTV-zfkM0g" 3.5 -89.390860817958 43.074774653894 "WI" TRUE FALSE "free" TRUE
"3296" "rcF4ynGx5ySNQ3UFRPpcKA" 4 -89.372173 43.07811 "WI" TRUE TRUE "no" TRUE
"3301" "IbYYCuGqR4Lgfvf_WJTNuw" 3 -89.390337 43.0747657 "WI" TRUE TRUE "no" TRUE
"3305" "J3A5V0Hl07o_KQSI2hHf_g" 4 -89.381557502937 43.07434303302 "WI" TRUE FALSE "no" TRUE
"3306" "lWtpoG_7K7wwyvggpdIDRQ" 4 -89.466670618609 43.075514737986 "WI" TRUE FALSE "no" TRUE
"3308" "XhDlbfGzy_sVDs76n9oTGQ" 2.5 -89.4858581 43.0612141 "WI" TRUE FALSE "no" TRUE
"3309" "cnc5Fu-xE1CKLI_bh7P01g" 4 -89.47598 43.083424 "WI" FALSE FALSE "no" FALSE
"3310" "FoHNVQQbiuY7CV8cc-iFzg" 3.5 -89.4298535 43.0720935 "WI" TRUE FALSE "free" FALSE
"3311" "RC_6Br1TzdgWWDDIZMAI1A" 3.5 -89.4416786 43.0751264 "WI" FALSE TRUE "no" FALSE
"3312" "-oMxF2hKY-mnUsxbOxp5eQ" 4.5 -89.5298466 43.0749188 "WI" TRUE FALSE "no" TRUE
"3317" "TqR8kAPQ-2Np8RAaL_aspA" 4 -89.4757133 43.0830865 "WI" TRUE TRUE "no" FALSE
"3318" "xajae0ukR4_hguNobwEawA" 4 -89.4282699 43.0721815 "WI" TRUE TRUE "no" TRUE
"3319" "YXfDJLWtchsCccaHMMkyYw" 3 -89.43766667991 43.075246604841 "WI" TRUE TRUE "free" TRUE
"3320" "bZX-b9fInWIk8j3Y50uBWQ" 3.5 -89.4288752228022 43.0720529705286 "WI" TRUE TRUE "no" FALSE
"3324" "omWFwLRqI3VTcM46L8-qaA" 3.5 -89.449232900464 43.075674115025 "WI" TRUE FALSE "no" TRUE
"3325" "dOo_jUaYeHC4b6bgOytinw" 4 -89.4906724 43.0600543 "WI" TRUE TRUE "no" FALSE
"3327" "ivtZQyk8W-ZRbUHkUpXh6Q" 4 -89.4462746 43.0759145 "WI" TRUE FALSE "free" TRUE
"3328" "lIL_VuvmxBr_yQQH_P9QHg" 4 -89.369407 43.080058 "WI" TRUE FALSE "free" TRUE
"3329" "cG-wWJPO6MCuphYIqVcLsQ" 3.5 -89.4965292 43.0608245 "WI" TRUE FALSE "no" TRUE
"3330" "vXK8lVxFjyhVSoSgMvTxww" 2.5 -89.3368292 43.0065929 "WI" TRUE FALSE "no" TRUE
"3331" "EO_LRZc_g0KIR-uRC2ecnQ" 3.5 -89.427763 43.057669 "WI" TRUE FALSE "no" FALSE
"3332" "naUQ_ZHKq2ONBwW5EhJXJQ" 3.5 -89.428984 43.056786 "WI" TRUE TRUE "paid" TRUE
"3336" "jV6izhh1v9Wx4l3JMnZ0pQ" 3.5 -89.4106976964491 43.0298134282473 "WI" TRUE FALSE "no" TRUE
"3339" "Ihd6mI4cfXzIwcMSXZnhnA" 3.5 -89.4440259 43.035505 "WI" TRUE FALSE "no" FALSE
"3341" "1vXBMPl0It4jzUWBM-lJgA" 3 -89.4571154 43.0386934 "WI" TRUE FALSE "no" FALSE
"3348" "c2ZluDaHbes0-ZgvZyurBw" 4 -89.4776945 43.0319665 "WI" TRUE FALSE "no" FALSE
"3351" "uAVXeASB8STR0QLaJgEuGw" 3 -89.4290169 43.0160435 "WI" TRUE FALSE "no" TRUE
"3354" "1s5nBRc-6BqFT_1-ZaVVug" 4 -89.4132389 43.0674808 "WI" TRUE FALSE "no" TRUE
"3359" "sopWjB3MxMH78YBga0SnrQ" 4.5 -89.3398562 43.0468902 "WI" TRUE FALSE "free" TRUE
"3362" "WsgcDmTPfRNGos90P_t4Kg" 2.5 -89.4084099 43.0353835 "WI" TRUE FALSE "no" FALSE
"3363" "5w-qVzxUOGEajm9eH3gEkA" 4 -89.4049488 43.0363518 "WI" TRUE TRUE "free" FALSE
"3366" "3byK13dE8FFXwsWx6hQngQ" 2 -89.413935 43.0252581 "WI" TRUE FALSE "no" FALSE
"3369" "vK5sub1Y993EtLHVtnt9Pg" 3 -89.4010952 43.0629325 "WI" TRUE FALSE "no" FALSE
"3372" "YCKOz3ja7i3nbavwdf6lWQ" 4 -89.401811 43.067873 "WI" TRUE FALSE "no" FALSE
"3373" "b1Rosp3eIyRKgSbr6Axg1Q" 3 -89.383068 43.070715 "WI" TRUE TRUE "no" FALSE
"3378" "g5FAsWG5zxs0lO-VfGUD1g" 4 -89.4069846 43.0720713 "WI" TRUE FALSE "no" TRUE
"3380" "OAXWfsklsATjpui2C8HilQ" 3 -89.4086963 43.067759 "WI" TRUE FALSE "no" FALSE
"3381" "K2BxGfj37me-kf__ey4GVQ" 3 -89.400002 43.05777 "WI" TRUE FALSE "no" TRUE
"3382" "iFd_GU21RrxyzL8eE0RQEQ" 3 -89.4084538 43.0679775 "WI" TRUE TRUE "free" TRUE
"3383" "1jgVM2JiqQY2EYbDX5vbqg" 3.5 -89.52563919343 43.073277619846 "WI" TRUE TRUE "no" TRUE
"3385" "tLyaM-S_iZZKCeo45AbDpw" 4 -89.5249842 43.0732371 "WI" TRUE FALSE "free" TRUE
"3386" "h2IzpWxS1VR96D_vP_NOdA" 3 -89.5067919 43.0607561 "WI" TRUE TRUE "no" FALSE
"3387" "JoqEMWBfPFS6pLhBxPyENQ" 3 -89.5048592 43.061575 "WI" TRUE FALSE "no" FALSE
"3388" "ZP761-os3_PHEaNohcz_7A" 2.5 -89.52397 43.0659319 "WI" TRUE TRUE "free" TRUE
"3389" "_xeigHhwNOB6N1if3lQO3w" 3 -89.504506 43.060328 "WI" TRUE TRUE "no" TRUE
"3393" "jOt2dDDvOJrvHMUPNgqyVA" 3.5 -89.518577 43.0755809 "WI" TRUE FALSE "no" TRUE
"3394" "yq3E11l28iSoOnEPprTGAA" 3 -89.511718 43.0610831 "WI" TRUE TRUE "no" FALSE
"3399" "6LNptbDHEKFDOpiJ7f-QYQ" 3.5 -89.502386 43.0510499 "WI" TRUE FALSE "no" FALSE
"3406" "cQNRW64fLhkVV2yQyqHkGA" 4 -89.4579482 43.0148509 "WI" TRUE FALSE "free" TRUE
"3407" "8sYsE-RIvdubisaa69PxiA" 3.5 -89.5032438 43.0496415 "WI" TRUE FALSE "no" FALSE
"3408" "UUS9jAYMJLcAUWAUHrqQFg" 3 -89.5037617 43.0508483 "WI" TRUE FALSE "no" FALSE
"3410" "1HbKFWG5QKzYkuNxig6H7w" 4 -89.4998028 43.0566087 "WI" TRUE FALSE "no" FALSE
"3413" "cd5bMHS4w56rLfjcLGTobg" 4 -89.4976609 43.056081 "WI" TRUE TRUE "free" TRUE
"3414" "Fik8yq-66Gfe0AHw8DvoSw" 3.5 -89.523622 43.059889 "WI" TRUE FALSE "no" TRUE
"3426" "VI-zVIlK11AUz47mro8nMA" 3 -88.2188301 40.1329741 "IL" TRUE FALSE "no" FALSE
"3427" "wO8c-FbduauxCGiEHchGRA" 4 -88.2090229913592 40.1128225269109 "IL" TRUE FALSE "free" FALSE
"3428" "8LCPOZXh_yvigEOWg0ZR2g" 2 -88.227253 40.109243 "IL" TRUE FALSE "free" FALSE
"3429" "g5I1qNIGWTU3lizsneXQiw" 2.5 -88.2253774 40.1165867 "IL" TRUE FALSE "no" FALSE
"3430" "elwuxXreWA3IVAW5qNOw3g" 4 -88.2192341 40.1059218 "IL" TRUE FALSE "no" TRUE
"3431" "SeQv-RJ2rS070NvSRh_siQ" 3.5 -88.2086039 40.115461 "IL" TRUE TRUE "free" TRUE
"3432" "QZBQBQkNEefPbTo5SIoE7A" 4 -88.221773 40.116127 "IL" TRUE FALSE "no" FALSE
"3439" "cmLB5X26RJXWdZ2qrS5KOg" 4 -88.225188 40.106704 "IL" TRUE FALSE "free" TRUE
"3440" "2g4mMfy5COvUlzZWfuQkKQ" 2.5 -88.22085 40.11634 "IL" TRUE FALSE "no" FALSE
"3441" "ufOY2lQHDgSvou3YLT8gHA" 4 -88.208287 40.1132 "IL" TRUE FALSE "free" FALSE
"3443" "bkbOmsZ9cOggOnpKsxOyiQ" 3.5 -88.223626 40.106757 "IL" TRUE TRUE "free" FALSE
"3444" "qRgEy-m4sejzTKphIFKFkw" 3.5 -88.207179 40.110634 "IL" TRUE TRUE "no" TRUE
"3447" "URAkdLzbFwbhvp087RlvzA" 1 -88.1926979 40.098092 "IL" TRUE FALSE "no" FALSE
"3448" "-0GkcDiIgVm0XzDZC8RFOg" 3.5 -88.2080414 40.112222 "IL" TRUE TRUE "no" FALSE
"3451" "4meJyPOhuAKzywUJTmu2hw" 3 -112.075009130997 33.4836556717717 "AZ" TRUE FALSE "no" FALSE
"3453" "-gefwOTDqW9HWGDvWBPSMQ" 3.5 -112.0743441 33.4504575 "AZ" TRUE TRUE "free" FALSE
"3457" "7i8eNw1-tdgVcfAiNib6wg" 3 -112.078314 33.447682 "AZ" TRUE TRUE "no" TRUE
"3458" "xWKtOLuIOVGZprcpGiqpQA" 4 -112.0777765 33.4483154 "AZ" TRUE FALSE "free" TRUE
"3462" "PwtYeGu-19v9bU4nbP9UbA" 4 -112.0649071 33.4770399 "AZ" TRUE TRUE "no" TRUE
"3464" "oXUceqbZEAKclrIXE-erYw" 3 -112.0755455728 33.4834856536553 "AZ" TRUE FALSE "no" TRUE
"3465" "K8pM6qQdYu5h6buRE1-_sw" 4 -112.0737901 33.4355247 "AZ" TRUE FALSE "no" TRUE
"3468" "PdRzCJWP7nPdYoHPdd5SOQ" 3 -112.0742455 33.459701 "AZ" TRUE TRUE "no" FALSE
"3469" "xdmT9sejRDEyud8YFbEcjg" 2.5 -112.100435 33.638733 "AZ" TRUE TRUE "no" FALSE
"3471" "vfzUNcV9B3RhDyuZp0I1pQ" 4 -112.168478965759 33.6116171606128 "AZ" TRUE FALSE "free" FALSE
"3472" "JSX7i-cfoixVtnCx4BNb1g" 3 -112.0368923 33.5969746 "AZ" TRUE FALSE "no" FALSE
"3473" "EZ7MD_hOsBZuWEvSjXr7DA" 4 -112.1420014 33.6989868 "AZ" TRUE FALSE "no" TRUE
"3474" "9LE-Kan0uUHR7xCHi2j-lQ" 3 -112.2005224 33.7116817 "AZ" TRUE FALSE "free" FALSE
"3475" "hic_sUwlw1NyAM6eG7x5RA" 4.5 -112.082832336426 33.4329605102539 "AZ" TRUE FALSE "no" FALSE
"3476" "9PSimcw0YDdQP_Hr_CpDeg" 5 -112.0909175 33.4783391 "AZ" TRUE FALSE "free" FALSE
"3479" "8pc0HwU85IxFynFFdM7vrQ" 3.5 -112.0894972 33.4468609 "AZ" TRUE FALSE "no" TRUE
"3480" "I20sRbcEK8Ib1YFQFMoERg" 4 -112.082895 33.458839 "AZ" TRUE FALSE "no" TRUE
"3483" "7_y_M5wRaSvNXt-q4xvlEQ" 3 -112.0972094 33.4512558 "AZ" TRUE FALSE "free" TRUE
"3485" "N_6bV3c3JagKW7sD3X9ldA" 3.5 -112.091191 33.4798163 "AZ" TRUE FALSE "no" FALSE
"3486" "5Igwt99qrbgFQTR7jFC6WA" 4 -112.0914029 33.4797626 "AZ" TRUE FALSE "no" TRUE
"3487" "KVq-1WEJNKK2NqFC7nUoRg" 4.5 -112.095509 33.465999 "AZ" TRUE FALSE "no" FALSE
"3489" "Dka36Pw7ibbHV6xIimQAOg" 3.5 -112.2040132 33.6381933 "AZ" TRUE FALSE "free" TRUE
"3490" "qGuI5WK7-MVnPA6o2DGBAA" 2 -112.1121638 33.4796942 "AZ" TRUE FALSE "free" FALSE
"3491" "7S6m2YUMD3RqIdmkd1twcA" 2 -112.100323 33.437221 "AZ" TRUE FALSE "no" FALSE
"3492" "fG3yJmDXfSU8eW8HY1K3aQ" 3.5 -112.1003472 33.4296817 "AZ" TRUE FALSE "no" FALSE
"3493" "w1vmrM6yrBGj_E-VXCRP_g" 4.5 -112.1001563 33.4382709 "AZ" TRUE TRUE "free" TRUE
"3494" "mW8B1zfP00peHsOskq5GEw" 4 -112.117181 33.450381 "AZ" TRUE FALSE "no" FALSE
"3495" "OVtSFFNohXIz9vdWDvbnEw" 4.5 -112.1521682 33.4794837 "AZ" TRUE FALSE "no" FALSE
"3497" "0spv_UWTK46V6e7-QcXw4w" 2 -112.1348622 33.4510435 "AZ" TRUE FALSE "free" FALSE
"3498" "oABEe2gmsT-FiW1kGPVTOw" 3.5 -112.1160088 33.4510841 "AZ" TRUE FALSE "no" FALSE
"3501" "g1BQtMfpjrQCVGPWogvjow" 4.5 -112.1348719 33.4643519 "AZ" TRUE TRUE "no" TRUE
"3506" "UwQ5PWlYnHsAIj1DCW4dVw" 3 -112.113942 33.464424 "AZ" TRUE FALSE "free" FALSE
"3507" "FqEsXFhkFKCfMiz_QqUKTA" 1.5 -112.0832204 33.4805423 "AZ" TRUE FALSE "no" FALSE
"3508" "mTjHcl-pkNO4iOKY8rVHPw" 3.5 -112.0836272 33.4880502 "AZ" TRUE FALSE "no" FALSE
"3509" "VGhMTZyqmGmM4Lrn9i6yuQ" 4 -112.0906922 33.4802751 "AZ" TRUE TRUE "no" TRUE
"3510" "Xsl-i1otDd3GXJEkkKJCaw" 3 -112.0827581 33.5005043 "AZ" TRUE FALSE "no" FALSE
"3511" "PzbEhqo8uz2D-3OchHIPzQ" 3.5 -112.0832336 33.4882838 "AZ" TRUE FALSE "free" FALSE
"3512" "BM0-dgPJMBMmcmO9PVCJfQ" 4 -112.0824532 33.5008018 "AZ" TRUE TRUE "no" TRUE
"3513" "-1bOb2izeJBZjHC7NWxiPA" 4 -112.077144 33.479996 "AZ" TRUE FALSE "free" FALSE
"3514" "K3ujPUNW6NNIZv_hRI_yrQ" 3 -112.0848642 33.5096325 "AZ" TRUE FALSE "free" FALSE
"3518" "BL4ecdpfysAkmSF8z6gDzA" 3.5 -112.0823325 33.4887178 "AZ" TRUE FALSE "no" TRUE
"3519" "1vYaGPKQzMebBJXFCGTH2g" 4 -112.075478615704 33.5098269741298 "AZ" TRUE TRUE "no" FALSE
"3521" "cVejKU_SrdbvzIbQ4oPV0A" 4 -112.0830342 33.4874748 "AZ" TRUE TRUE "free" TRUE
"3523" "podj1OWSL3oEJsOpGj8SUw" 4 -112.0756556 33.4802511 "AZ" TRUE FALSE "no" FALSE
"3526" "mqQwChPNN4o4DhAzaGntIA" 4 -112.083915710449 33.4963684082031 "AZ" TRUE FALSE "no" FALSE
"3527" "GqtMJxq5-7Xp1ZXXmahLaA" 4 -112.077889 33.4802381 "AZ" TRUE FALSE "no" TRUE
"3529" "XbVqzUHS3c9FhG4lI13c3Q" 4 -112.100389 33.488489 "AZ" TRUE FALSE "no" TRUE
"3532" "Zy2vca7i9QFGRKa4m0C__A" 4 -112.1000457 33.5038922 "AZ" TRUE FALSE "no" FALSE
"3533" "mgtbxxT0x82Vvj1K5ql62A" 3.5 -112.1005137 33.5096926 "AZ" TRUE FALSE "no" TRUE
"3536" "NaXqRvoW2Zg2wSghf9JqaA" 3 -112.0962274 33.5097112 "AZ" TRUE FALSE "no" TRUE
"3537" "VlfBIVmtmGYkTq1xbdBIDw" 2.5 -112.0972935 33.5236788 "AZ" TRUE FALSE "no" FALSE
"3538" "CNvPqN9pa5aJRn-Npcqgdg" 3.5 -112.0995348 33.5252672 "AZ" TRUE FALSE "no" FALSE
"3540" "0dIChGWBs9ueUXl0hhkw2w" 4 -112.0910715 33.4943622 "AZ" TRUE FALSE "no" TRUE
"3542" "FljU76i8DYJbNlpibaieGw" 4 -112.0992619 33.4952412 "AZ" TRUE FALSE "no" FALSE
"3544" "LQGQ1w4pYrf5in6LrU0BlQ" 4 -112.0999798 33.4857345 "AZ" TRUE TRUE "no" TRUE
"3545" "0LLaVEXjtW0aW0FzU9uRoA" 4 -112.1010062 33.495018 "AZ" TRUE FALSE "no" FALSE
"3546" "s5roBvbA79SQaO4FHkJgGw" 4 -112.0999297 33.4956034 "AZ" TRUE FALSE "no" TRUE
"3547" "OPbWf_Dwzqda9sGVHQHtJw" 2.5 -112.096501 33.523988 "AZ" TRUE FALSE "free" FALSE
"3550" "wmuYTDs5kVaPRdFjKGtk_w" 3.5 -112.109379 33.509839 "AZ" FALSE FALSE "free" FALSE
"3553" "Yd4nWyfQWVqn_IjBcYqveg" 3.5 -112.0947772 33.5081735 "AZ" TRUE FALSE "no" FALSE
"3555" "jYtU-YTynMjgLRi2pYMwiA" 3 -112.1342181 33.5104196 "AZ" TRUE FALSE "no" TRUE
"3556" "p1sX2UVxEjPzd92LtP3c4g" 4 -112.1262987 33.4950335 "AZ" TRUE FALSE "no" TRUE
"3559" "1AMncE6Lxdr6J9PeqZi4nA" 3 -112.0000523 33.4506964 "AZ" TRUE TRUE "free" TRUE
"3563" "eI7bKGWMMdOFf3Nxo6Q4jw" 2.5 -112.1333575 33.4805399 "AZ" TRUE FALSE "no" FALSE
"3565" "wAs-stW0HP6OXVXdpawnBQ" 4 -112.1345446 33.5081908 "AZ" TRUE FALSE "no" FALSE
"3566" "hMd49yw32d7I0Kk1ZIOeXg" 4 -112.134813 33.537836 "AZ" TRUE FALSE "no" TRUE
"3567" "0db71MbrvcJnyk71COCJBg" 3.5 -112.1341836 33.5108736 "AZ" TRUE TRUE "no" TRUE
"3568" "8SoWH_iOdZD1OvebCwJUbg" 2.5 -112.1340382 33.5241972 "AZ" TRUE FALSE "free" FALSE
"3574" "lykHOB7mmtC05NzlhyvbpA" 2.5 -112.1025362 33.5667425 "AZ" TRUE FALSE "no" FALSE
"3575" "CAhyiTcoGeAqaP018FX0cQ" 3 -112.0980631 33.5538282 "AZ" TRUE FALSE "free" TRUE
"3576" "YaB2hKgWUaqAWnCA6YWD7g" 3.5 -112.110289 33.553485 "AZ" TRUE FALSE "no" FALSE
"3583" "NQhPkGeHiljeg7tXPTHJeA" 3.5 -112.1164816 33.5778831 "AZ" TRUE FALSE "no" FALSE
"3584" "_7OvxfAje3XDZuSzguF6iA" 3.5 -112.081336975098 33.5714416503906 "AZ" TRUE FALSE "no" FALSE
"3586" "2to5b5taseO9zZ9tnQqhlw" 3.5 -112.098337 33.553457 "AZ" TRUE FALSE "free" TRUE
